name,referencePath,policyType,category,displayName,description,groupNames,policySets,allowedEffects,sandboxEffect,sandboxParameters,prodEffect,prodParameters
6d555dd1-86f2-4f1c-8ed7-5abae7c6cbab,,BuiltIn,App Service,Function apps should only be accessible over HTTPS,Use of HTTPS ensures server/service authentication and protects data in transit from network layer eavesdropping attacks.,"Azure_Security_Benchmark_v3.0_DP-3,NIS2_DP._Data_Protection_8,NIST_SP_800-53_R5_SC-8,NIST_SP_800-53_R5_SC-8(1)","MCSB: Audit (default: functionAppEnforceHttpsMonitoringEffectV2),MCSB-V2: Audit (Policy Default),NIST-800-53: Audit (Policy Default),NIS2-Preview: Audit (Policy Default)","parameter: Deny,Audit,Disabled",Audit,,Audit,
399b2637-a50f-4f95-96f8-3a145476eb15,,BuiltIn,App Service,Function apps should require FTPS only,Enable FTPS enforcement for enhanced security.,"Azure_Security_Benchmark_v3.0_DP-3,NIST_SP_800-53_R5_SC-8,NIST_SP_800-53_R5_SC-8(1)","MCSB: AuditIfNotExists (default: fTPSOnlyShouldBeRequiredInYourFunctionAppMonitoringEffect),MCSB-V2: AuditIfNotExists (Policy Default),NIST-800-53: AuditIfNotExists (Policy Default)","parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
e2c1c086-2d84-4019-bff3-c44ccd95113c,,BuiltIn,App Service,Function apps should use latest 'HTTP Version',"Periodically, newer versions are released for HTTP either due to security flaws or to include additional functionality. Using the latest HTTP version for web apps to take advantage of security fixes, if any, and/or new functionalities of the newer version.","NIST_SP_800-53_R5_SI-2,NIST_SP_800-53_R5_SI-2(6)",NIST-800-53: AuditIfNotExists (Policy Default),"override: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
0da106f2-4ca3-48e8-bc85-c638fe6aea8f,,BuiltIn,App Service,Function apps should use managed identity,Use a managed identity for enhanced authentication security,"Azure_Security_Benchmark_v3.0_IM-3,EU_2555_(NIS2)_2022_21,NIST_CSF_v2.0_PR.AA_01,NIST_SP_800-53_R5_AC-2,NIST_SP_800-53_R5_AC-3,NIST_SP_800-53_R5_IA-2,NIST_SP_800-53_R5_IA-4","MCSB: AuditIfNotExists (default: managedIdentityShouldBeUsedInYourFunctionAppMonitoringEffect),MCSB-V2: AuditIfNotExists (Policy Default),NIST-800-53: AuditIfNotExists (Policy Default),NIS2-EU-2022: AuditIfNotExists (default: effect-0da106f2-4ca3-48e8-bc85-c638fe6aea8f),NIST CSF V2: AuditIfNotExists (default: effect-0da106f2-4ca3-48e8-bc85-c638fe6aea8f)","parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
f9d614c5-c173-4d56-95a7-b4437057d193,,BuiltIn,App Service,Function apps should use the latest TLS version,"Periodically, newer versions are released for TLS either due to security flaws, include additional functionality, and enhance speed. Upgrade to the latest TLS version for Function apps to take advantage of security fixes, if any, and/or new functionalities of the latest version.","Azure_Security_Benchmark_v3.0_DP-3,Azure_Security_Benchmark_v3.0_NS-8,NIST_SP_800-53_R5_SC-8,NIST_SP_800-53_R5_SC-8(1)","MCSB: AuditIfNotExists (default: latestTLSVersionShouldBeUsedInYourFunctionAppMonitoringEffect),MCSB-V2: AuditIfNotExists (Policy Default),NIST-800-53: AuditIfNotExists (Policy Default)","parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
5e7e928c-8693-4a23-9bf3-1c77b9a8fe97,,BuiltIn,Attestation,Azure Attestation providers should disable public network access,"To improve the security of Azure Attestation Service, ensure that it isn't exposed to the public internet and can only be accessed from a private endpoint. Disable the public network access property as described in aka.ms/azureattestation. This option disables access from any public address space outside the Azure IP range, and denies all logins that match IP or virtual network-based firewall rules. This reduces data leakage risks.",Azure_Security_Benchmark_v3.0_NS-2,MCSB-V2: Audit (Policy Default),"override: Deny,Audit,Disabled",Audit,,Audit,
e4953962-5ae4-43eb-bb92-d66fd5563487,,BuiltIn,Automanage,[Preview]: A managed identity should be enabled on your machines,Resources managed by Automanage should have a managed identity.,Azure_Security_Benchmark_v3.0_IM-3,MCSB-V2: Audit (Policy Default),"override: Audit,Disabled",Audit,,Audit,
dea83a72-443c-4292-83d5-54a2f98749c0,,BuiltIn,Automation,Automation Account should have Managed Identity,Use Managed Identities as the recommended method for authenticating with Azure resources from the runbooks. Managed identity for authentication is more secure and eliminates the management overhead associated with using RunAs Account in your runbook code .,Azure_Security_Benchmark_v3.0_IM-3,MCSB-V2: Audit (Policy Default),"override: Audit,Disabled",Audit,,Audit,
3657f5a0-770e-44a3-b44e-9431ba1e9735,,BuiltIn,Automation,Automation account variables should be encrypted,It is important to enable encryption of Automation account variable assets when storing sensitive data,"Azure_Security_Benchmark_v3.0_DP-4,NIS2_DP._Data_Protection_8,NIST_SP_800-53_R5_SC-28,NIST_SP_800-53_R5_SC-28(1)","MCSB: Audit (default: encryptionOfAutomationAccountMonitoringEffect),MCSB-V2: Audit (Policy Default),NIST-800-53: Audit (default: effect-3657f5a0-770e-44a3-b44e-9431ba1e9735),NIS2-Preview: Audit (Policy Default)","parameter: Deny,Audit,Disabled",Audit,,Audit,
955a914f-bf86-4f0e-acd5-e0766b0efcb6,,BuiltIn,Automation,Automation accounts should disable public network access,Disabling public network access improves security by ensuring that the resource isn't exposed on the public internet. You can limit exposure of your Automation account resources by creating private endpoints instead. Learn more at: https://docs.microsoft.com/azure/automation/how-to/private-link-security.,Azure_Security_Benchmark_v3.0_NS-2,MCSB-V2: Audit (Policy Default),"override: Deny,Audit,Disabled",Audit,,Audit,
56a5ee18-2ae6-4810-86f7-18e39ce5629b,,BuiltIn,Automation,Azure Automation accounts should use customer-managed keys to encrypt data at rest,"Use customer-managed keys to manage the encryption at rest of your Azure Automation Accounts. By default, customer data is encrypted with service-managed keys, but customer-managed keys are commonly required to meet regulatory compliance standards. Customer-managed keys enable the data to be encrypted with an Azure Key Vault key created and owned by you. You have full control and responsibility for the key lifecycle, including rotation and management. Learn more at https://aka.ms/automation-cmk.","Azure_Security_Benchmark_v3.0_DP-5,EU_2555_(NIS2)_2022_21,ISO_IEC_27001_2022_7.5.3,NIST_SP_800-53_R5_SC-12","MCSB-V2: Audit (Policy Default),NIST-800-53: Audit (default: effect-56a5ee18-2ae6-4810-86f7-18e39ce5629b),NIS2-EU-2022: Audit (default: effect-56a5ee18-2ae6-4810-86f7-18e39ce5629b),ISO/IEC 27001 2022: Audit (default: effect-56a5ee18-2ae6-4810-86f7-18e39ce5629b)","parameter: Deny,Audit,Disabled",Audit,,Audit,
71ef260a-8f18-47b7-abcb-62d0673d94dc,,BuiltIn,Azure Ai Services,Azure AI Services resources should have key access disabled (disable local authentication),"Key access (local authentication) is recommended to be disabled for security. Azure OpenAI Studio, typically used in development/testing, requires key access and will not function if key access is disabled. After disabling, Microsoft Entra ID becomes the only access method, which allows maintaining minimum privilege principle and granular control. Learn more at: https://aka.ms/AI/auth","Azure_Security_Benchmark_v3.0_IM-1,NIST_SP_800-53_R5_AC-2,NIST_SP_800-53_R5_AC-2(1),NIST_SP_800-53_R5_AC-2(7),NIST_SP_800-53_R5_AC-3,NIST_SP_800-53_R5_IA-2,NIST_SP_800-53_R5_IA-4","MCSB: Audit (Policy Default),MCSB-V2: Audit (Policy Default),NIST-800-53: Audit (default: effect-71ef260a-8f18-47b7-abcb-62d0673d94dc)","parameter: Deny,Audit,Disabled",Audit,,Audit,
037eea7a-bd0a-46c5-9a66-03aea78705d3,,BuiltIn,Azure Ai Services,Azure AI Services resources should restrict network access,"By restricting network access, you can ensure that only allowed networks can access the service. This can be achieved by configuring network rules so that only applications from allowed networks can access the Azure AI service.","Azure_Security_Benchmark_v3.0_NS-2,NIS2_PV._Posture_and_Vulnerability_Management_5,NIST_SP_800-53_R5_AC-4,NIST_SP_800-53_R5_SC-7,NIST_SP_800-53_R5_SC-7(3)","MCSB: Audit (default: cognitiveServicesAccountsShouldRestrictNetworkAccessMonitoringEffect),MCSB-V2: Audit (Policy Default),NIST-800-53: Audit (default: effect-037eea7a-bd0a-46c5-9a66-03aea78705d3),NIS2-Preview: Audit (Policy Default)","parameter: Deny,Audit,Disabled",Audit,,Audit,
d6759c02-b87f-42b7-892e-71b3f471d782,,BuiltIn,Azure Ai Services,Azure AI Services resources should use Azure Private Link,Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform reduces data leakage risks by handling the connectivity between the consumer and services over the Azure backbone network. Learn more about private links at: https://aka.ms/AzurePrivateLink/Overview,"Azure_Security_Benchmark_v3.0_NS-2,EU_2555_(NIS2)_2022_21","MCSB: Audit (Policy Default),MCSB-V2: Audit (Policy Default),NIS2-EU-2022: Audit (default: effect-d6759c02-b87f-42b7-892e-71b3f471d782)","parameter: Audit,Disabled",Audit,,Audit,
55eff01b-f2bd-4c32-9203-db285f709d30,,BuiltIn,Azure Ai Services,Configure Azure AI Services resources to disable local key access (disable local authentication),"Key access (local authentication) is recommended to be disabled for security. Azure OpenAI Studio, typically used in development/testing, requires key access and will not function if key access is disabled. After disabling, Microsoft Entra ID becomes the only access method, which allows maintaining minimum privilege principle and granular control. Learn more at: https://aka.ms/AI/auth",Azure_Security_Benchmark_v3.0_IM-1,MCSB-V2: DeployIfNotExists (Policy Default),"override: DeployIfNotExists,Disabled",DeployIfNotExists,,DeployIfNotExists,
1b4d1c4e-934c-4703-944c-27c82c06bebb,,BuiltIn,Azure Ai Services,Diagnostic logs in Azure AI services resources should be enabled,"Enable logs for Azure AI services resources. This enables you to recreate activity trails for investigation purposes, when a security incident occurs or your network is compromised","Azure_Security_Benchmark_v3.0_LT-3,NIS2_LT._Logging_and_Threat_Detection_1","MCSB: AuditIfNotExists (Policy Default),MCSB-V2: AuditIfNotExists (Policy Default),NIS2-Preview: AuditIfNotExists (Policy Default)","override: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
7eab1da3-2bf0-4ff0-8303-1a4277c380e8,,BuiltIn,Azure Arc,Azure Arc Private Link Scopes should be configured with a private endpoint,"Azure Private Link lets you connect your virtual networks to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to Azure Arc Private Link Scopes, data leakage risks are reduced. Learn more about private links at: https://aka.ms/arc/privatelink.",Azure_Security_Benchmark_v3.0_NS-2,MCSB-V2: Audit (Policy Default),"override: Audit,Disabled",Audit,,Audit,
898f2439-3333-4713-af25-f1d78bc50556,,BuiltIn,Azure Arc,Azure Arc Private Link Scopes should disable public network access,Disabling public network access improves security by ensuring that Azure Arc resources cannot connect via the public internet. Creating private endpoints can limit exposure of Azure Arc resources. Learn more at: https://aka.ms/arc/privatelink.,Azure_Security_Benchmark_v3.0_NS-2,MCSB-V2: Audit (Policy Default),"override: Deny,Audit,Disabled",Audit,,Audit,
12e7176a-4919-47ef-922b-34eda4c7f0ce,,BuiltIn,Azure Arc,Azure Arc-enabled kubernetes clusters should be configured with an Azure Arc Private Link Scope,"Azure Private Link lets you connect your virtual networks to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping Azure Arc-enabled servers to an Azure Arc Private Link Scope that is configured with a private endpoint, data leakage risks are reduced. Learn more about private links at: https://aka.ms/arc/privatelink.",Azure_Security_Benchmark_v3.0_NS-2,MCSB-V2: Audit (Policy Default),"override: Deny,Audit,Disabled",Audit,,Audit,
efa3f296-ff2b-4f38-bc0d-5ef12c965b68,,BuiltIn,Azure Arc,Azure Arc-enabled servers should be configured with an Azure Arc Private Link Scope,"Azure Private Link lets you connect your virtual networks to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping Azure Arc-enabled servers to an Azure Arc Private Link Scope that is configured with a private endpoint, data leakage risks are reduced. Learn more about private links at: https://aka.ms/arc/privatelink.",Azure_Security_Benchmark_v3.0_NS-2,MCSB-V2: Audit (Policy Default),"override: Deny,Audit,Disabled",Audit,,Audit,
f7735886-8927-431f-b201-c953922512b8,,BuiltIn,Azure Data Explorer,Azure Data Explorer cluster should use private link,"Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to your Azure Data Explorer cluster, data leakage risks are reduced. Learn more about private links at: https://learn.microsoft.com/en-us/azure/data-explorer/security-network-private-endpoint.",Azure_Security_Benchmark_v3.0_NS-2,MCSB-V2: Audit (Policy Default),"override: Audit,Disabled",Audit,,Audit,
81e74cea-30fd-40d5-802f-d72103c2aaaa,,BuiltIn,Azure Data Explorer,Azure Data Explorer encryption at rest should use a customer-managed key,Enabling encryption at rest using a customer-managed key on your Azure Data Explorer cluster provides additional control over the key being used by the encryption at rest. This feature is oftentimes applicable to customers with special compliance requirements and requires a Key Vault to managing the keys.,"Azure_Security_Benchmark_v3.0_DP-5,EU_2555_(NIS2)_2022_21,ISO_IEC_27001_2022_7.5.3,NIST_SP_800-53_R5_SC-12","MCSB-V2: Audit (Policy Default),NIST-800-53: Audit (default: effect-81e74cea-30fd-40d5-802f-d72103c2aaaa),NIS2-EU-2022: Audit (default: effect-81e74cea-30fd-40d5-802f-d72103c2aaaa),ISO/IEC 27001 2022: Audit (default: effect-81e74cea-30fd-40d5-802f-d72103c2aaaa)","parameter: Deny,Audit,Disabled",Audit,,Audit,
1fec9658-933f-4b3e-bc95-913ed22d012b,,BuiltIn,Azure Data Explorer,Azure Data Explorer should use a SKU that supports private link,"With supported SKUs, Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to apps, you can reduce data leakage risks. Learn more about private links at: https://aka.ms/private-link.",Azure_Security_Benchmark_v3.0_NS-2,MCSB-V2: Audit (Policy Default),"override: Deny,Audit,Disabled",Audit,,Audit,
